source;name;description;article;product_code;availability;image;url
nnz-ipc.ru;Коммутатор IKS-6728A-8PoE-4GTXSFP-48-48-T;Шасси коммутатора - до 28 портов, 4 x 10/100/1000BaseTX/SFP (Combo), 8 x PoE, 2 источника питания;6100430;;;https://nnz-ipc.ru/images/cms/thumbs/3685ff6347c10d9ab31b83f2ac41326fa260fb53/024ad20a3d9611e486f100155d0c1500_d768c768f6cb11e68dc000155d0c1500_270_auto_jpg__80.jpg.webp;https://nnz-ipc.ru/catalogue/comm/ethernet/rackmount/iks-6728a-8poe-4gtxsfp-48-48-t/
nnz-ipc.ru;Коммутатор IKS-6728A-8PoE-4GTXSFP-48-T;Шасси коммутатора - до 28 портов, 4 x 10/100/1000BaseTX/SFP (Combo), 8 x PoE, 1 источник питания;6100431;;;https://nnz-ipc.ru/images/cms/thumbs/a77ed9f5c6db9678f093c2af7f20c31da6f12807/2dcff59e3d9911e486f100155d0c1500_d768c767f6cb11e68dc000155d0c1500_270_auto_jpg__80.jpg.webp;https://nnz-ipc.ru/catalogue/comm/ethernet/rackmount/iks-6728a-8poe-4gtxsfp-48-t/
nnz-ipc.ru;Коммутатор IKS-6728A-8PoE-4GTXSFP-HV-HV-T;Шасси коммутатора - до 28 портов, 4 x 10/100/1000BaseTX/SFP (Combo), 8 x PoE, 2 источника питания;6100432;;;https://nnz-ipc.ru/images/cms/thumbs/a77ed9f5c6db9678f093c2af7f20c31da6f12807/2dcff59f3d9911e486f100155d0c1500_d768c766f6cb11e68dc000155d0c1500_270_auto_jpg__80.jpg.webp;https://nnz-ipc.ru/catalogue/comm/ethernet/rackmount/iks-6728a-8poe-4gtxsfp-hv-hv-t/
nnz-ipc.ru;Коммутатор IKS-G6524A-20GSFP-4GTXSFP-HV-HV;Коммутатор 20 x 100/1000BaseSFP, 4 х 10/100/1000BaseTX/SFP (Combo), 2 источника питания (110/220 В перем.);6100434;;;https://nnz-ipc.ru/images/cms/thumbs/a77ed9f5c6db9678f093c2af7f20c31da6f12807/2dcff5a13d9911e486f100155d0c1500_d768c76df6cb11e68dc000155d0c1500_270_auto_jpg__80.jpg.webp;https://nnz-ipc.ru/catalogue/comm/ethernet/rackmount/iks-g6524a-20gsfp-4gtxsfp-hv-hv/
nnz-ipc.ru;Коммутатор IKS-G6524A-20GSFP-4GTXSFP-HV-HV-T;Коммутатор 20 x 100/1000BaseSFP, 4 х 10/100/1000BaseTX/SFP (Combo), 2 источника питания (110/220 В перем.);6100435;;;https://nnz-ipc.ru/images/cms/thumbs/a77ed9f5c6db9678f093c2af7f20c31da6f12807/2dcff5a23d9911e486f100155d0c1500_d768c76ef6cb11e68dc000155d0c1500_270_auto_jpg__80.jpg.webp;https://nnz-ipc.ru/catalogue/comm/ethernet/rackmount/iks-g6524a-20gsfp-4gtxsfp-hv-hv-t/
nnz-ipc.ru;Модуль IM-6700A-2MSC4TX;Модуль 2 х 100BaseFX (многомодовое волокно), 4 х 10/100BaseTX;6100436;;;https://nnz-ipc.ru/images/cms/thumbs/a77ed9f5c6db9678f093c2af7f20c31da6f12807/2dcff5a33d9911e486f100155d0c1500_dd8beb5df6cb11e68dc000155d0c1500_270_auto_png__80.png.webp;https://nnz-ipc.ru/catalogue/comm/ethernet/rackmount/im-6700a-2msc4tx/
nnz-ipc.ru;Модуль IM-6700A-2MST4TX;Модуль 2 х 100BaseFX (многомодовое волокно), 4 х 10/100BaseTX;6100437;;;https://nnz-ipc.ru/images/cms/thumbs/a77ed9f5c6db9678f093c2af7f20c31da6f12807/2dcff5a43d9911e486f100155d0c1500_dd8beb5ef6cb11e68dc000155d0c1500_270_auto_png__80.png.webp;https://nnz-ipc.ru/catalogue/comm/ethernet/rackmount/im-6700a-2mst4tx/
nnz-ipc.ru;Модуль IM-6700A-2SSC4TX;Модуль 2 х 100BaseFX (одномодовое волокно), 4 х 10/100BaseTX;6100438;;;https://nnz-ipc.ru/images/cms/thumbs/a77ed9f5c6db9678f093c2af7f20c31da6f12807/2dcff5a53d9911e486f100155d0c1500_dd8beb5ff6cb11e68dc000155d0c1500_270_auto_png__80.png.webp;https://nnz-ipc.ru/catalogue/comm/ethernet/rackmount/im-6700a-2ssc4tx/
nnz-ipc.ru;Модуль IM-6700A-4MSC2TX;Модуль 4 х 100BaseFX (многомодовое волокно), 2 х 10/100BaseTX;6100439;;;https://nnz-ipc.ru/images/cms/thumbs/a77ed9f5c6db9678f093c2af7f20c31da6f12807/2dcff5a63d9911e486f100155d0c1500_dd8beb60f6cb11e68dc000155d0c1500_270_auto_png__80.png.webp;https://nnz-ipc.ru/catalogue/comm/ethernet/rackmount/im-6700a-4msc2tx/
nnz-ipc.ru;Модуль IM-6700A-4MST2TX;Модуль 4 х 100BaseFX (многомодовое волокно), 2 х 10/100BaseTX;6100440;;;https://nnz-ipc.ru/images/cms/thumbs/a77ed9f5c6db9678f093c2af7f20c31da6f12807/2dcff5a73d9911e486f100155d0c1500_dd8beb61f6cb11e68dc000155d0c1500_270_auto_png__80.png.webp;https://nnz-ipc.ru/catalogue/comm/ethernet/rackmount/im-6700a-4mst2tx/
nnz-ipc.ru;Модуль IM-6700A-4SSC2TX;Модуль 4 х 100BaseFX (одномодовое волокно), 2 х 10/100BaseTX;6100441;;;https://nnz-ipc.ru/images/cms/thumbs/a77ed9f5c6db9678f093c2af7f20c31da6f12807/2dcff5a83d9911e486f100155d0c1500_dd8beb62f6cb11e68dc000155d0c1500_270_auto_png__80.png.webp;https://nnz-ipc.ru/catalogue/comm/ethernet/rackmount/im-6700a-4ssc2tx/
nnz-ipc.ru;Модуль IM-6700A-6MSC;Модуль 6 х 100BaseFX (многомодовое волокно);6100442;;;https://nnz-ipc.ru/images/cms/thumbs/a77ed9f5c6db9678f093c2af7f20c31da6f12807/2dcff5a93d9911e486f100155d0c1500_dd8beb63f6cb11e68dc000155d0c1500_270_auto_png__80.png.webp;https://nnz-ipc.ru/catalogue/comm/ethernet/rackmount/im-6700a-6msc/
nnz-ipc.ru;Модуль IM-6700A-6MST;Модуль 6 х 100BaseFX (многомодовое волокно);6100443;;;https://nnz-ipc.ru/images/cms/thumbs/a77ed9f5c6db9678f093c2af7f20c31da6f12807/2dcff5aa3d9911e486f100155d0c1500_dd8beb64f6cb11e68dc000155d0c1500_270_auto_png__80.png.webp;https://nnz-ipc.ru/catalogue/comm/ethernet/rackmount/im-6700a-6mst/
nnz-ipc.ru;Модуль IM-6700A-6SSC;Модуль 6 х 100BaseFX (одномодовое волокно);6100444;;;https://nnz-ipc.ru/images/cms/thumbs/a77ed9f5c6db9678f093c2af7f20c31da6f12807/2dcff5ab3d9911e486f100155d0c1500_dd8beb65f6cb11e68dc000155d0c1500_270_auto_png__80.png.webp;https://nnz-ipc.ru/catalogue/comm/ethernet/rackmount/im-6700a-6ssc/
nnz-ipc.ru;Модуль IM-6700A-8SFP;Модуль 8 х 100BaseSFP;6100446;;;https://nnz-ipc.ru/images/cms/thumbs/a77ed9f5c6db9678f093c2af7f20c31da6f12807/2dcff5ad3d9911e486f100155d0c1500_dd8beb67f6cb11e68dc000155d0c1500_270_auto_png__80.png.webp;https://nnz-ipc.ru/catalogue/comm/ethernet/rackmount/im-6700a-8sfp/
nnz-ipc.ru;Модуль IM-G7000A-4PoE;Модуль 4 х 10/100/1000BaseTX PoE+;6100448;;;https://nnz-ipc.ru/images/cms/thumbs/a77ed9f5c6db9678f093c2af7f20c31da6f12807/2dcff5af3d9911e486f100155d0c1500_e38426fff6cb11e68dc000155d0c1500_270_auto_jpg__80.jpg.webp;https://nnz-ipc.ru/catalogue/comm/ethernet/rackmount/im-g7000a-4poe/
nnz-ipc.ru;Коммутатор EDS-G512E-8PoE-4GSFP;Коммутатор 8 x PoE/PoE+ 10/100/1000BaseT и 4 x 100/1000BaseSFP;6099272;;;https://nnz-ipc.ru/images/cms/thumbs/7dbb434f94175acc1b887c495ed3578ea3a53225/17e7f0b8029d11e4896a00155d0c1500_0778b7da651311eab88800155d50c701_270_auto_jpg__80.jpg.webp;https://nnz-ipc.ru/catalogue/comm/ethernet/poe/eds-g512e-8poe-4gsfp/
nnz-ipc.ru;Коммутатор EDS-G512E-8PoE-4GSFP-T;Коммутатор 8 x PoE/PoE+ 10/100/1000BaseT и 4 x 100/1000BaseSFP;6099273;;;https://nnz-ipc.ru/images/cms/thumbs/5e6d7aeb06b06761186386eafc8208c547e5e44b/872b4f7e029d11e4896a00155d0c1500_0778b7dd651311eab88800155d50c701_270_auto_jpg__80.jpg.webp;https://nnz-ipc.ru/catalogue/comm/ethernet/poe/eds-g512e-8poe-4gsfp-t/
nnz-ipc.ru;Коммутатор TN-5510A-8PoE-2GLSX-ODC-WV-CT-T;Коммутатор 8 x PoE 10/100BaseTX, 2 x 1000BaseLSX (разъем Q-ODC);6103531;;;https://nnz-ipc.ru/images/cms/thumbs/674a374911881c5b08feed7be00edf23a0f5e769/07c7dce00aa311e589a600155d0c1500_e97c6085f6cb11e68dc000155d0c1500_270_auto_jpg__80.jpg.webp;https://nnz-ipc.ru/catalogue/comm/ethernet/din_rail/tn-5510a-8poe-2glsx-odc-wv-ct-t/
nnz-ipc.ru;Коммутатор TN-5510A-8PoE-2GLSX-ODC-WV-T;Коммутатор 8 x PoE 10/100BaseTX, 2 x 1000BaseLSX (разъем Q-ODC);6103532;;;https://nnz-ipc.ru/images/cms/thumbs/674a374911881c5b08feed7be00edf23a0f5e769/07c7dce10aa311e589a600155d0c1500_e97c6084f6cb11e68dc000155d0c1500_270_auto_jpg__80.jpg.webp;https://nnz-ipc.ru/catalogue/comm/ethernet/din_rail/tn-5510a-8poe-2glsx-odc-wv-t/
nnz-ipc.ru;Коммутатор TN-5510A-8PoE-2GTXBP-WV-CT-T;Коммутатор 8 x PoE 10/100BaseTX, 2 x 10/100/1000BaseTX с функцией Bypass;6103533;;;https://nnz-ipc.ru/images/cms/thumbs/674a374911881c5b08feed7be00edf23a0f5e769/07c7dce20aa311e589a600155d0c1500_e97c6083f6cb11e68dc000155d0c1500_270_auto_jpg__80.jpg.webp;https://nnz-ipc.ru/catalogue/comm/ethernet/din_rail/tn-5510a-8poe-2gtxbp-wv-ct-t/
nnz-ipc.ru;Коммутатор TN-5510A-8PoE-2GTX-WV-CT-T;Коммутатор 8 x PoE 10/100BaseTX, 2 x 10/100/1000BaseTX;6103535;;;https://nnz-ipc.ru/images/cms/thumbs/674a374911881c5b08feed7be00edf23a0f5e769/07c7dce40aa311e589a600155d0c1500_e97c6081f6cb11e68dc000155d0c1500_270_auto_jpg__80.jpg.webp;https://nnz-ipc.ru/catalogue/comm/ethernet/din_rail/tn-5510a-8poe-2gtx-wv-ct-t/
nnz-ipc.ru;Коммутатор TN-5510A-8PoE-2GTX-WV-T;Коммутатор 8 x PoE 10/100BaseTX, 2 x 10/100/1000BaseTX;6103536;;;https://nnz-ipc.ru/images/cms/thumbs/674a374911881c5b08feed7be00edf23a0f5e769/07c7dce50aa311e589a600155d0c1500_e97c6080f6cb11e68dc000155d0c1500_270_auto_jpg__80.jpg.webp;https://nnz-ipc.ru/catalogue/comm/ethernet/din_rail/tn-5510a-8poe-2gtx-wv-t/
nnz-ipc.ru;Коммутатор SDS-3008-T;Конфигурируемый коммутатор 8 x 10/100BaseTX;6111282;;;https://nnz-ipc.ru/images/cms/thumbs/57ac75f57f4eb21e826e4bdd253c9beac47b7358/815b387bed1211e68dc000155d0c1500_0dc5e39f390211ea842600155d0fcd01_270_auto_jpg__80.jpg.webp;https://nnz-ipc.ru/catalogue/comm/ethernet/managed/sds-3008-t/
nnz-ipc.ru;Коммутатор TN-5508A-8PoE-WV-CT-T;Управляемый коммутатор 2 уровня с 8 портами 10/100BaseT(X) PoE+ с разъемом M12 с разъемом M12, с источником питания 24 - 110 В пост.;6103269;;;https://nnz-ipc.ru/images/cms/thumbs/c56d7efee8329be84378ad43ee78063a425519a7/a27732e4f7f511e48e5500155d0c1500_7397970fd9aa11e7988700155d0c1500_270_auto_jpg__80.jpg.webp;https://nnz-ipc.ru/catalogue/comm/ethernet/din_rail/tn-5508a-8poe-wv-ct-t/
nnz-ipc.ru;Коммутатор TN-5508A-8PoE-WV-T;Управляемый коммутатор 2 уровня с 8 портами 10/100BaseT(X) PoE+ с разъемом M12, с источником питания 24 - 110 В пост.;6103270;;;https://nnz-ipc.ru/images/cms/thumbs/494cc30473b60fe1afdb89de8c4e8d3636b6e8a1/b945ec39f7f511e48e5500155d0c1500_3676a8b0372911e8be0900155d0c1500_270_auto_jpg__80.jpg.webp;https://nnz-ipc.ru/catalogue/comm/ethernet/din_rail/tn-5508a-8poe-wv-t/
nnz-ipc.ru;Коммутатор PT-7528-12MSC-12TX-4GSFP-HV;Коммутатор 12 x 10/100BaseFX, 12 x 10/100/BaseTX, 4 x 1000BaseSFP;6098031;;;https://nnz-ipc.ru/images/cms/thumbs/87916ffebf4733dcca2f5c539824138b91f09ea1/50dc9304baff11e38f6c00155d0c1500_cb6a09aaf6cb11e68dc000155d0c1500_270_auto_gif__80.gif;https://nnz-ipc.ru/catalogue/comm/ethernet/power/pt-7528-12msc-12tx-4gsfp-hv/
nnz-ipc.ru;Коммутатор PT-7528-12MSC-12TX-4GSFP-HV-HV;Коммутатор 12 x 10/100BaseFX, 12 x 10/100/BaseTX, 4 x 1000BaseSFP;6098032;;;https://nnz-ipc.ru/images/cms/thumbs/8e8164d2c04e45bc07be907ee89079b9e327e61b/983eb942baff11e38f6c00155d0c1500_f44d0a27808d11eab88b00155d50c701_270_auto_jpg__80.jpg.webp;https://nnz-ipc.ru/catalogue/comm/ethernet/power/pt-7528-12msc-12tx-4gsfp-hv-hv/
nnz-ipc.ru;Коммутатор PT-7528-12MSC-12TX-4GSFP-WV;Коммутатор 12 x 10/100BaseFX, 12 x 10/100/BaseTX, 4 x 1000BaseSFP;6098033;;;https://nnz-ipc.ru/images/cms/thumbs/ea0236ebb168ce622c661b32b0a38032f99459eb/1230543abb0011e38f6c00155d0c1500_cb6a09acf6cb11e68dc000155d0c1500_270_auto_gif__80.gif;https://nnz-ipc.ru/catalogue/comm/ethernet/power/pt-7528-12msc-12tx-4gsfp-wv/
nnz-ipc.ru;Коммутатор PT-7528-12MSC-12TX-4GSFP-WV-WV;Коммутатор 12 x 10/100BaseFX, 12 x 10/100/BaseTX, 4 x 1000BaseSFP;6098034;;;https://nnz-ipc.ru/images/cms/thumbs/0182c1a210a6968d4b0b0b64b4fac433e2ed8812/8a915ba0bb0011e38f6c00155d0c1500_cb6a09adf6cb11e68dc000155d0c1500_270_auto_gif__80.gif;https://nnz-ipc.ru/catalogue/comm/ethernet/power/pt-7528-12msc-12tx-4gsfp-wv-wv/
nnz-ipc.ru;Коммутатор PT-7528-16MSC-8TX-4GSFP-HV;Коммутатор 16 x 10/100BaseFX, 8 x 10/100/BaseTX, 4 x 1000BaseSFP;6098035;;;https://nnz-ipc.ru/images/cms/thumbs/ec3ce2050ce5c5648f2cbf7820abdab9ed6593ad/2987b33abb0111e38f6c00155d0c1500_cb6a09b2f6cb11e68dc000155d0c1500_270_auto_gif__80.gif;https://nnz-ipc.ru/catalogue/comm/ethernet/power/pt-7528-16msc-8tx-4gsfp-hv/
nnz-ipc.ru;Коммутатор PT-7528-16MSC-8TX-4GSFP-HV-HV;Коммутатор 16 x 10/100BaseFX, 8 x 10/100/BaseTX, 4 x 1000BaseSFP;6098036;;;https://nnz-ipc.ru/images/cms/thumbs/50682b486bca3e232950b94931046f338932acaf/953be966bb0111e38f6c00155d0c1500_cb6a09b3f6cb11e68dc000155d0c1500_270_auto_gif__80.gif;https://nnz-ipc.ru/catalogue/comm/ethernet/power/pt-7528-16msc-8tx-4gsfp-hv-hv/
nnz-ipc.ru;Коммутатор PT-7528-16MSC-8TX-4GSFP-WV;Коммутатор 16 x 10/100BaseFX, 8 x 10/100/BaseTX, 4 x 1000BaseSFP;6098037;;;https://nnz-ipc.ru/images/cms/thumbs/38537098c93851f03d008e10abf6d3c298560ef8/d44abb5ebb0111e38f6c00155d0c1500_cb6a09b4f6cb11e68dc000155d0c1500_270_auto_gif__80.gif;https://nnz-ipc.ru/catalogue/comm/ethernet/power/pt-7528-16msc-8tx-4gsfp-wv/
nnz-ipc.ru;Коммутатор PT-7528-16MSC-8TX-4GSFP-WV-WV;Коммутатор 16 x 10/100BaseFX, 8 x 10/100/BaseTX, 4 x 1000BaseSFP;6098038;;;https://nnz-ipc.ru/images/cms/thumbs/07cdbd90de68fad8065d9c1b9c38fd031d4b3d64/327b97e5bb0211e38f6c00155d0c1500_cb6a09b5f6cb11e68dc000155d0c1500_270_auto_gif__80.gif;https://nnz-ipc.ru/catalogue/comm/ethernet/power/pt-7528-16msc-8tx-4gsfp-wv-wv/
nnz-ipc.ru;Коммутатор PT-7528-20MSC-4TX-4GSFP-HV;Коммутатор 20 x 10/100BaseFX, 4 x 10/100/BaseTX, 4 x 1000BaseSFP;6098039;;;https://nnz-ipc.ru/images/cms/thumbs/0085fbf68d2927e5cee2949d4b748125e4c01852/6bc1df3dbb0211e38f6c00155d0c1500_cb6a09baf6cb11e68dc000155d0c1500_270_auto_gif__80.gif;https://nnz-ipc.ru/catalogue/comm/ethernet/power/pt-7528-20msc-4tx-4gsfp-hv/
nnz-ipc.ru;Коммутатор PT-7528-20MSC-4TX-4GSFP-HV-HV;Коммутатор 20 x 10/100BaseFX, 4 x 10/100/BaseTX, 4 x 1000BaseSFP;6098040;;;https://nnz-ipc.ru/images/cms/thumbs/96f906c667e6e3a1321c507ff0cd0c75ce79b720/dc71a7fabb0211e38f6c00155d0c1500_cb6a09bbf6cb11e68dc000155d0c1500_270_auto_gif__80.gif;https://nnz-ipc.ru/catalogue/comm/ethernet/power/pt-7528-20msc-4tx-4gsfp-hv-hv/
nnz-ipc.ru;Коммутатор PT-7528-20MSC-4TX-4GSFP-WV;Коммутатор 20 x 10/100BaseFX, 4 x 10/100/BaseTX, 4 x 1000BaseSFP;6098041;;;https://nnz-ipc.ru/images/cms/thumbs/6f6a7aa007683dadd699969c911d04f89579881a/7f562570bb0311e38f6c00155d0c1500_cb6a09bcf6cb11e68dc000155d0c1500_270_auto_gif__80.gif;https://nnz-ipc.ru/catalogue/comm/ethernet/power/pt-7528-20msc-4tx-4gsfp-wv/
nnz-ipc.ru;Коммутатор PT-7528-20MSC-4TX-4GSFP-WV-WV;Коммутатор 20 x 10/100BaseFX, 4 x 10/100/BaseTX, 4 x 1000BaseSFP;6098042;;;https://nnz-ipc.ru/images/cms/thumbs/3b375935f6d719ea27241a4d7ad739b76ab9426d/ba82bf60bb0311e38f6c00155d0c1500_cb6a09bdf6cb11e68dc000155d0c1500_270_auto_gif__80.gif;https://nnz-ipc.ru/catalogue/comm/ethernet/power/pt-7528-20msc-4tx-4gsfp-wv-wv/
nnz-ipc.ru;Коммутатор PT-7528-8MSC-16TX-4GSFP-HV;Коммутатор 8 x 10/100BaseFX, 16 x 10/100/BaseTX, 4 x 1000BaseSFP;6098043;;;https://nnz-ipc.ru/images/cms/thumbs/85771d58aaa1df3ca9630f2a68e664e543ad362f/f2446612bb0311e38f6c00155d0c1500_cb6a09c2f6cb11e68dc000155d0c1500_270_auto_gif__80.gif;https://nnz-ipc.ru/catalogue/comm/ethernet/power/pt-7528-8msc-16tx-4gsfp-hv/
nnz-ipc.ru;Коммутатор PT-7528-8MSC-16TX-4GSFP-HV-HV;Коммутатор 8 x 10/100BaseFX, 16 x 10/100/BaseTX, 4 x 1000BaseSFP;6098045;;;https://nnz-ipc.ru/images/cms/thumbs/a77ed9f5c6db9678f093c2af7f20c31da6f12807/2d7372dcbb0411e38f6c00155d0c1500_cb6a09c3f6cb11e68dc000155d0c1500_270_auto_gif__80.gif;https://nnz-ipc.ru/catalogue/comm/ethernet/power/pt-7528-8msc-16tx-4gsfp-hv-hv/
nnz-ipc.ru;Коммутатор PT-7528-8MSC-16TX-4GSFP-WV;Коммутатор 8 x 10/100BaseFX, 16 x 10/100/BaseTX, 4 x 1000BaseSFP;6098046;;;https://nnz-ipc.ru/images/cms/thumbs/0085fbf68d2927e5cee2949d4b748125e4c01852/6b5118f7bb0411e38f6c00155d0c1500_cb6a09c4f6cb11e68dc000155d0c1500_270_auto_gif__80.gif;https://nnz-ipc.ru/catalogue/comm/ethernet/power/pt-7528-8msc-16tx-4gsfp-wv/
nnz-ipc.ru;Коммутатор PT-7528-8MSC-16TX-4GSFP-WV-WV;Коммутатор 8 x 10/100BaseFX, 16 x 10/100/BaseTX, 4 x 1000BaseSFP;6098047;;;https://nnz-ipc.ru/images/cms/thumbs/8d513b3ec9415f7246419747f2a698ed45b4e8e7/a061c777bb0411e38f6c00155d0c1500_cb6a09c5f6cb11e68dc000155d0c1500_270_auto_gif__80.gif;https://nnz-ipc.ru/catalogue/comm/ethernet/power/pt-7528-8msc-16tx-4gsfp-wv-wv/
nnz-ipc.ru;Коммутатор PT-7528-8SSC-16TX-4GSFP-HV-HV;Коммутатор 8 x 10/100BaseFX, 16 x 10/100/BaseTX, 4 x 1000BaseSFP;6098048;;;https://nnz-ipc.ru/images/cms/thumbs/afbc37c1a5b27777026086aeec6a0eac1383edcc/d7d4be6fbb0411e38f6c00155d0c1500_cb6a09caf6cb11e68dc000155d0c1500_270_auto_gif__80.gif;https://nnz-ipc.ru/catalogue/comm/ethernet/power/pt-7528-8ssc-16tx-4gsfp-hv-hv/
nnz-ipc.ru;Коммутатор PT-7528-8SSC-16TX-4GSFP-WV-WV;Коммутатор 8 x 10/100BaseFX, 16 x 10/100/BaseTX, 4 x 1000BaseSFP;6098049;;;https://nnz-ipc.ru/images/cms/thumbs/0664e279d610866b1c67f3fe88bcad50b36f80dc/3afa1224bb0511e38f6c00155d0c1500_cb6a09cbf6cb11e68dc000155d0c1500_270_auto_gif__80.gif;https://nnz-ipc.ru/catalogue/comm/ethernet/power/pt-7528-8ssc-16tx-4gsfp-wv-wv/
nnz-ipc.ru;Коммутатор EDS-308;Коммутатор 8 x 10/100BaseTX;1131257;;;https://nnz-ipc.ru/images/cms/thumbs/1a0aab5618e856740cfa606ef180da40bc1c3f3e/9ec1481fa5d511e3908100155d0c1500_1cfd8498548b11ea842700155d0fcd01_270_auto_jpg__80.jpg.webp;https://nnz-ipc.ru/catalogue/comm/ethernet/unmanaged/eds-308/
nnz-ipc.ru;Коммутатор EDS-308-M-SC;Коммутатор 7 x 10/100BaseTX, 1 x 100BaseFX;1131259;;;https://nnz-ipc.ru/images/cms/thumbs/1a0aab5618e856740cfa606ef180da40bc1c3f3e/9ec14820a5d511e3908100155d0c1500_472b1761548b11ea842700155d0fcd01_270_auto_jpg__80.jpg.webp;https://nnz-ipc.ru/catalogue/comm/ethernet/unmanaged/eds-308-m-sc/
nnz-ipc.ru;Коммутатор EDS-308-S-SC;Коммутатор 7 x 10/100BaseTX, 1 x 100BaseFX;1131261;;;https://nnz-ipc.ru/images/cms/thumbs/1a0aab5618e856740cfa606ef180da40bc1c3f3e/9ec14821a5d511e3908100155d0c1500_b9482f26f6cb11e68dc000155d0c1500_270_auto_jpg__80.jpg.webp;https://nnz-ipc.ru/catalogue/comm/ethernet/unmanaged/eds-308-s-sc/
nnz-ipc.ru;Коммутатор EDS-308-MM-SC;Коммутатор 6 x 10/100BaseTX, 2 x 100BaseFX;1131263;;;https://nnz-ipc.ru/images/cms/thumbs/1a0aab5618e856740cfa606ef180da40bc1c3f3e/9ec14822a5d511e3908100155d0c1500_6b319033548b11ea842700155d0fcd01_270_auto_jpg__80.jpg.webp;https://nnz-ipc.ru/catalogue/comm/ethernet/unmanaged/eds-308-mm-sc/
nnz-ipc.ru;Коммутатор EDS-308-SS-SC;Коммутатор 6 x 10/100BaseTX, 2 x 100BaseFX;1131269;;;https://nnz-ipc.ru/images/cms/thumbs/1a0aab5618e856740cfa606ef180da40bc1c3f3e/9ec14824a5d511e3908100155d0c1500_b9482f28f6cb11e68dc000155d0c1500_270_auto_jpg__80.jpg.webp;https://nnz-ipc.ru/catalogue/comm/ethernet/unmanaged/eds-308-ss-sc/
nnz-ipc.ru;Коммутатор EDS-305;Коммутатор 5 x 10/100BaseTX;1131271;;;https://nnz-ipc.ru/images/cms/thumbs/1a0aab5618e856740cfa606ef180da40bc1c3f3e/9ec14825a5d511e3908100155d0c1500_98966fa6548711ea842700155d0fcd01_270_auto_jpg__80.jpg.webp;https://nnz-ipc.ru/catalogue/comm/ethernet/unmanaged/eds-305/
nnz-ipc.ru;Коммутатор EDS-305-M-SC;Коммутатор 4 x 10/100BaseTX, 1 x 100BaseFX;1131272;;;https://nnz-ipc.ru/images/cms/thumbs/1a0aab5618e856740cfa606ef180da40bc1c3f3e/9ec14826a5d511e3908100155d0c1500_cd137496548711ea842700155d0fcd01_270_auto_jpg__80.jpg.webp;https://nnz-ipc.ru/catalogue/comm/ethernet/unmanaged/eds-305-m-sc/
nnz-ipc.ru;Коммутатор EDS-305-S-SC;Коммутатор 4 x 10/100BaseTX, 1 x 100BaseFX;1131273;;;https://nnz-ipc.ru/images/cms/thumbs/1a0aab5618e856740cfa606ef180da40bc1c3f3e/9ec14827a5d511e3908100155d0c1500_b33ce5a9f6cb11e68dc000155d0c1500_270_auto_jpg__80.jpg.webp;https://nnz-ipc.ru/catalogue/comm/ethernet/unmanaged/eds-305-s-sc/
nnz-ipc.ru;Коммутатор EDS-405A;Коммутатор 5 x 10/100BaseTX с базовыми функциями управления;1136131;;;https://nnz-ipc.ru/images/cms/thumbs/1a0aab5618e856740cfa606ef180da40bc1c3f3e/9ec148cea5d511e3908100155d0c1500_b9482f4df6cb11e68dc000155d0c1500_270_auto_jpg__80.jpg.webp;https://nnz-ipc.ru/catalogue/comm/ethernet/managed/eds-405a/
nnz-ipc.ru;Коммутатор EDS-405A-MM-SC;Коммутатор 3 x 10/100BaseTX, 2 x 100BaseFXс базовыми функциями управления;1136132;;;https://nnz-ipc.ru/images/cms/thumbs/1a0aab5618e856740cfa606ef180da40bc1c3f3e/9ec148cfa5d511e3908100155d0c1500_b9482f4ff6cb11e68dc000155d0c1500_270_auto_jpg__80.jpg.webp;https://nnz-ipc.ru/catalogue/comm/ethernet/managed/eds-405a-mm-sc/
nnz-ipc.ru;Коммутатор EDS-205;Коммутатор 5 x 10/100BaseTX;1141357;;;https://nnz-ipc.ru/images/cms/thumbs/1a0aab5618e856740cfa606ef180da40bc1c3f3e/9ec14967a5d511e3908100155d0c1500_b9b390323be311e8be0900155d0c1500_270_auto_jpg__80.jpg.webp;https://nnz-ipc.ru/catalogue/comm/ethernet/unmanaged/eds-205/
nnz-ipc.ru;Коммутатор EDS-405A-T;Коммутатор 5 x 10/100BaseTX с базовыми функциями управления;1143353;;;https://nnz-ipc.ru/images/cms/thumbs/220a65525eae35783095e64eb14600039e5f4aeb/a4b97f2ca5d511e3908100155d0c1500_b9482f4ef6cb11e68dc000155d0c1500_270_auto_jpg__80.jpg.webp;https://nnz-ipc.ru/catalogue/comm/ethernet/managed/eds-405a-t/
nnz-ipc.ru;Коммутатор EDS-405A-MM-SC-T;Коммутатор 3 x 10/100BaseTX, 2 x 100BaseFX с базовыми функциями управления;1143355;;;https://nnz-ipc.ru/images/cms/thumbs/220a65525eae35783095e64eb14600039e5f4aeb/a4b97f2da5d511e3908100155d0c1500_b9482f50f6cb11e68dc000155d0c1500_270_auto_jpg__80.jpg.webp;https://nnz-ipc.ru/catalogue/comm/ethernet/managed/eds-405a-mm-sc-t/
