source;name;description;article;product_code;availability;image;url
nnz-ipc.ru;Маршрутизатор EDR-G9010-VPN-2MGSFP-CT;Промышленный маршрутизатор с 8 портами 10/100/1000BaseT(X), 2 слотами GbE SFP, Firewall/NAT/VPN, рабочая температура от -10 до 60, питание 12/24/48 В пост., конформное покрытие;6165735;;;https://nnz-ipc.ru/images/cms/thumbs/0902e4e07bea28726a39aa97f02641b969513b20/5e4d4cf4e51f11efb92100155d50c111_773b845f6ec111f0b92700155d50c111_270_auto_jpg__80.jpg.webp;https://nnz-ipc.ru/catalogue/comm/ethernet/routers/edr-g9010-vpn-2mgsfp-ct/
nnz-ipc.ru;Маршрутизатор EDR-G9010-VPN-2MGSFP-CT-T;Промышленный маршрутизатор с 8 портами 10/100/1000BaseT(X), 2 слотами GbE SFP, Firewall/NAT/VPN, с расширенным диапазоном температур от -40 до 75, питание 12/24/48 В пост., конформное покрытие;6165736;;;https://nnz-ipc.ru/images/cms/thumbs/0b0eda32875ca4b4cdaf39d4f1ceb6285fe09bd2/9f55d142e52011efb92100155d50c111_92f25fdf6ec111f0b92700155d50c111_270_auto_jpg__80.jpg.webp;https://nnz-ipc.ru/catalogue/comm/ethernet/routers/edr-g9010-vpn-2mgsfp-ct-t/
nnz-ipc.ru;Коммутатор EDS-P510A-8PoE-2GTXSFP;Коммутатор 8 x PoE/PoE+ 10/100BaseTX, 2 x Combo Gigabit (10/100/1000BaseT(X) или 100/1000BaseSFP);6080235;;;https://nnz-ipc.ru/images/cms/thumbs/9e02775df9b3c6f0d3047ce8e8536c7c24cb181b/1633de3fa5d611e3908100155d0c1500_1cfeb2a1651f11eab88800155d50c701_270_auto_jpg__80.jpg.webp;https://nnz-ipc.ru/catalogue/comm/ethernet/poe/eds-p510a-8poe-2gtxsfp/
nnz-ipc.ru;Коммутатор EDS-P510A-8PoE-2GTXSFP (уценка 1);Коммутатор 8 x PoE/PoE+ 10/100BaseTX, 2 x Combo Gigabit (10/100/1000BaseT(X) или 100/1000BaseSFP)Причина уценки: Коммутатор полностью рабочий, но был в использовании, поэтому имеет следы эксплуатации - потёртости (см. фото). Упаковка фирменная, но с другим серийным модулем.Гарантийный срок уценённого модуля: 6 месяцев;6163593;;;https://nnz-ipc.ru/images/cms/thumbs/ce9b65194391363ca0cfb7bfcbf0d6a1513c0ea2/bfdc9dc684b811efb91f00155d50c111_bfdc9dca84b811efb91f00155d50c111_270_auto_jpg__80.jpg.webp;https://nnz-ipc.ru/catalogue/comm/ethernet/poe/eds-p510a-8poe-2gtxsfp_ucenka_1/
nnz-ipc.ru;Коммутатор EDS-P510A-8PoE-2GTXSFP (уценка 2);Коммутатор 8 x PoE/PoE+ 10/100BaseTX, 2 x Combo Gigabit (10/100/1000BaseT(X) или 100/1000BaseSFP)Причина уценки: Коммутатор полностью рабочий, но был в использовании, поэтому имеет следы эксплуатации - царапины, небольшие сколы (см. фото). Упаковка фирменная, но с другим серийным модулем.Гарантийный срок уценённого модуля: 6 месяцев;6163595;;;https://nnz-ipc.ru/images/cms/thumbs/f05bbfa1bba0bc00adc4555f19d836bb33a23bda/593dd36984b911efb91f00155d50c111_593dd36f84b911efb91f00155d50c111_270_auto_jpg__80.jpg.webp;https://nnz-ipc.ru/catalogue/comm/ethernet/poe/eds-p510a-8poe-2gtxsfp_ucenka_2/
nnz-ipc.ru;Коммутатор EDS-208A;Коммутатор 8 x 10/100BaseTX;6009046;;;https://nnz-ipc.ru/images/cms/thumbs/543424152321caa1e141597829a4cc6d7c570df5/ce87c53ea5d511e3908100155d0c1500_61baca02547b11ea842700155d0fcd01_270_auto_jpg__80.jpg.webp;https://nnz-ipc.ru/catalogue/comm/ethernet/unmanaged/eds-208a/
nnz-ipc.ru;Шасси коммутатора PT-7710-D-HV;Шасси коммутатора - до 10 портов, 2 слота для модулей PM-7200;6011762;;;https://nnz-ipc.ru/images/cms/thumbs/b6a0e4aa3fe8493bb8044aa1ab25d606312a69fb/57e576b4a5d611e3908100155d0c1500_cb6a09d1f6cb11e68dc000155d0c1500_270_auto_jpg__80.jpg.webp;https://nnz-ipc.ru/catalogue/comm/ethernet/power/pt-7710-d-hv/
nnz-ipc.ru;Модуль IM-6700A-8TX;Модуль 8 х 10/100TX;6100447;;;https://nnz-ipc.ru/images/cms/thumbs/a77ed9f5c6db9678f093c2af7f20c31da6f12807/2dcff5ae3d9911e486f100155d0c1500_dd8beb66f6cb11e68dc000155d0c1500_270_auto_png__80.png.webp;https://nnz-ipc.ru/catalogue/comm/ethernet/rackmount/im-6700a-8tx/
nnz-ipc.ru;Модуль резервирования PT-G503-PHR-PTP-HV;Модуль резервирования PRP/HSR;6099396;;;https://nnz-ipc.ru/images/cms/thumbs/d78612f721bc818bd66ec47ee00e18f197cf3099/f33295fa0d8111e4896a00155d0c1500_cb6a099bf6cb11e68dc000155d0c1500_270_auto_gif__80.gif;https://nnz-ipc.ru/catalogue/comm/ethernet/power/pt-g503-phr-ptp-hv/
nnz-ipc.ru;Коммутатор TN-5510A-8PoE-2GTXBP-WV-T;Коммутатор 8 x PoE 10/100BaseTX, 2 x 10/100/1000BaseTX с функцией Bypass;6103534;;;https://nnz-ipc.ru/images/cms/thumbs/674a374911881c5b08feed7be00edf23a0f5e769/07c7dce30aa311e589a600155d0c1500_e97c6082f6cb11e68dc000155d0c1500_270_auto_jpg__80.jpg.webp;https://nnz-ipc.ru/catalogue/comm/ethernet/din_rail/tn-5510a-8poe-2gtxbp-wv-t/
nnz-ipc.ru;Коммутатор EDS-408A-SS-SC;Коммутатор 6 x 10/100BaseTX, 2 x 100BaseFX с базовыми функциями управления;1170376;;;https://nnz-ipc.ru/images/cms/thumbs/cb4638689e7e9badc4dbc86edb9f38ee9afecb20/b0ac4efda5d511e3908100155d0c1500_bf4c50b9f6cb11e68dc000155d0c1500_270_auto_jpg__80.jpg.webp;https://nnz-ipc.ru/catalogue/comm/ethernet/managed/eds-408a-ss-sc/
nnz-ipc.ru;Коммутатор EDS-208A-SS-SC;Коммутатор 6 x 10/100BaseTX, 2 x 100BaseFX;6022383;;;https://nnz-ipc.ru/images/cms/thumbs/edd2a0d3562607261862cfef23099553b0179b33/da7cefdba5d511e3908100155d0c1500_b33ce5a1f6cb11e68dc000155d0c1500_270_auto_jpg__80.jpg.webp;https://nnz-ipc.ru/catalogue/comm/ethernet/unmanaged/eds-208a-ss-sc/
nnz-ipc.ru;Шасси коммутатора EDS-616-T;Шасси коммутатора - 4 слота модулей Fast Ethernet (до 16 портов 10/100BaseTX и/или 100BaseFX);6031649;;;https://nnz-ipc.ru/images/cms/thumbs/c88eb9fdbc43dd372058284c525ec8bacea3c0b4/63d840e4a5d611e3908100155d0c1500_551b58a554ad11ea842700155d0fcd01_270_auto_jpg__80.jpg.webp;https://nnz-ipc.ru/catalogue/comm/ethernet/modular/eds-616-t/
nnz-ipc.ru;Модуль резервирования PT-G510-4GTX4GSFP-PHR-HV;Модуль резервирования PRP/HSR;6155042;;;https://nnz-ipc.ru/images/cms/thumbs/45cc45fb150ad5f061f8e957616e8b4e320c2fe9/945f6ed3304b11eeb91d00155d50c111_a72526f0304d11eeb91d00155d50c111_270_auto_jpg__80.jpg.webp;https://nnz-ipc.ru/catalogue/comm/ethernet/power/pt-g510-4gtx4gsfp-phr-hv/
nnz-ipc.ru;Модуль резервирования PT-G510-4GTX4GSFP-PHR-HV-CT;Модуль резервирования PRP/HSR;6155043;;;https://nnz-ipc.ru/images/cms/thumbs/99eeeb2116ba82928bb6c54f648b6db017048550/184028b4304f11eeb91d00155d50c111_782efbb9305011eeb91d00155d50c111_270_auto_jpg__80.jpg.webp;https://nnz-ipc.ru/catalogue/comm/ethernet/power/pt-g510-4gtx4gsfp-phr-hv-ct/
nnz-ipc.ru;Модуль резервирования PT-G510-4GTX4GSFP-PHR-WV;Модуль резервирования PRP/HSR;6155044;;;https://nnz-ipc.ru/images/cms/thumbs/7751370b70a4122cc613d0608dad9fee6010cfbe/d8a7687c304f11eeb91d00155d50c111_620d9967305011eeb91d00155d50c111_270_auto_jpg__80.jpg.webp;https://nnz-ipc.ru/catalogue/comm/ethernet/power/pt-g510-4gtx4gsfp-phr-wv/
nnz-ipc.ru;Модуль резервирования PT-G510-4GTX4GSFP-PHR-WV-CT;Модуль резервирования PRP/HSR;6155046;;;https://nnz-ipc.ru/images/cms/thumbs/70e991ba6968e0001f3b2621f4e25daf75b6a153/fba3d3f0305011eeb91d00155d50c111_747b4472305111eeb91d00155d50c111_270_auto_jpg__80.jpg.webp;https://nnz-ipc.ru/catalogue/comm/ethernet/power/pt-g510-4gtx4gsfp-phr-wv-ct/
nnz-ipc.ru;Модуль резервирования PT-G510-8GSFP-PHR-HV;Модуль резервирования PRP/HSR;6155047;;;https://nnz-ipc.ru/images/cms/thumbs/96fc4fc247348203cc0ae104deffc95702d98df5/cac2f11e305111eeb91d00155d50c111_777587cd305211eeb91d00155d50c111_270_auto_jpg__80.jpg.webp;https://nnz-ipc.ru/catalogue/comm/ethernet/power/pt-g510-8gsfp-phr-hv/
nnz-ipc.ru;Модуль резервирования PT-G510-8GSFP-PHR-HV-CT;Модуль резервирования PRP/HSR;6155049;;;https://nnz-ipc.ru/images/cms/thumbs/543424152321caa1e141597829a4cc6d7c570df5/ce331c86305211eeb91d00155d50c111_c84305b0305e11eeb91d00155d50c111_270_auto_jpg__80.jpg.webp;https://nnz-ipc.ru/catalogue/comm/ethernet/power/pt-g510-8gsfp-phr-hv-ct/
nnz-ipc.ru;Модуль резервирования PT-G510-8GSFP-PHR-WV;Модуль резервирования PRP/HSR;6155050;;;https://nnz-ipc.ru/images/cms/thumbs/8368755f51087d045a1d8e8aa3730b1e9710e885/9031b610305311eeb91d00155d50c111_b6289f91305311eeb91d00155d50c111_270_auto_jpg__80.jpg.webp;https://nnz-ipc.ru/catalogue/comm/ethernet/power/pt-g510-8gsfp-phr-wv/
nnz-ipc.ru;Модуль резервирования PT-G510-8GSFP-PHR-WV-CT;Модуль резервирования PRP/HSR;6155051;;;https://nnz-ipc.ru/images/cms/thumbs/01e09f7e55fbdde46de025d5ac14dcc134c541d6/31d93deb305411eeb91d00155d50c111_778908c2305411eeb91d00155d50c111_270_auto_jpg__80.jpg.webp;https://nnz-ipc.ru/catalogue/comm/ethernet/power/pt-g510-8gsfp-phr-wv-ct/
nnz-ipc.ru;Модуль резервирования PT-G510-8GTX-PHR-HV;Модуль резервирования PRP/HSR;6155052;;;https://nnz-ipc.ru/images/cms/thumbs/ad8acad04a500422784a9172d2fd3eedeffb2e61/b706da5c305411eeb91d00155d50c111_50cfdb92305511eeb91d00155d50c111_270_auto_jpg__80.jpg.webp;https://nnz-ipc.ru/catalogue/comm/ethernet/power/pt-g510-8gtx-phr-hv/
nnz-ipc.ru;Модуль резервирования PT-G510-8GTX-PHR-HV-CT;Модуль резервирования PRP/HSR;6155053;;;https://nnz-ipc.ru/images/cms/thumbs/0085fbf68d2927e5cee2949d4b748125e4c01852/6ba9c286305511eeb91d00155d50c111_aef0ee5f305511eeb91d00155d50c111_270_auto_jpg__80.jpg.webp;https://nnz-ipc.ru/catalogue/comm/ethernet/power/pt-g510-8gtx-phr-hv-ct/
nnz-ipc.ru;Модуль резервирования PT-G510-8GTX-PHR-WV;Модуль резервирования PRP/HSR;6155066;;;https://nnz-ipc.ru/images/cms/thumbs/3b375935f6d719ea27241a4d7ad739b76ab9426d/baf94d82305b11eeb91d00155d50c111_f964bcfb305b11eeb91d00155d50c111_270_auto_jpg__80.jpg.webp;https://nnz-ipc.ru/catalogue/comm/ethernet/power/pt-g510-8gtx-phr-wv/
